0.5,0.5
0.488387,0.756879
0.465164,1.42432
0.448048,2.00315
0.448423,2.13987
0.448047,2.34972
0.447296,2.49558
0.446552,2.63119
0.447216,2.73073
0.447112,2.82223
0.447053,2.9216
0.447546,3.06366
0.447812,3.11895
0.448291,3.17777
0.447566,3.28113
0.446936,3.36379
0.446219,3.45642
0.446168,3.62711
0.446271,3.71976
0.446727,3.79138
0.447188,3.92386
0.447172,3.95047
0.44733,3.96457
0.44832,4.09985
0.448728,4.13562
0.449625,4.2204
0.487265,4.27607
0.589966,4.27864
0.625842,4.27844
0.711264,4.27896
0.855493,4.27633
0.902855,4.2185
0.927843,4.09078
0.948779,3.97938
0.966484,3.88709
0.986376,3.78654
1.00241,3.70541
1.02719,3.57626
1.04222,3.49671
1.04943,3.46026
1.06767,3.36332
1.08916,3.2481
1.10795,3.14582
1.11755,3.09485
1.13581,2.99319
1.15122,2.91268
1.17118,2.80598
1.18825,2.71485
1.19773,2.66522
1.26218,2.62275
1.38308,2.62211
1.48727,2.62318
1.58381,2.62353
1.6555,2.66016
1.66691,2.75947
1.6796,2.86942
1.68969,2.96081
1.70063,3.05979
1.70833,3.12531
1.72248,3.24852
1.73273,3.33479
1.7415,3.40984
1.7503,3.48207
1.7608,3.56628
1.77063,3.65125
1.77657,3.70296
1.78529,3.78394
1.7962,3.88437
1.80731,3.97716
1.81616,4.05903
1.82271,4.11675
1.83337,4.20956
1.8463,4.32388
1.85489,4.39895
1.8627,4.47041
1.87297,4.56112
1.88357,4.65431
1.89302,4.74428
1.89826,4.79312
1.9069,4.86961
1.91492,4.94283
1.92658,5.04639
1.93931,5.158
1.94436,5.2009
1.95632,5.31295
1.96637,5.40548
1.97717,5.50622
1.98759,5.60456
1.99397,5.66782
1.99967,5.72335
2.01066,5.8361
2.01857,5.91779
2.02133,5.9478
2.07782,6.00364
2.11117,6.00582
2.18503,6.00581
2.28298,6.00602
2.3535,6.00466
2.40661,5.93884
2.42603,5.88272
2.44675,5.82114
2.47995,5.70901
2.5081,5.61472
2.53019,5.54022
2.54036,5.50655
2.54999,5.47385
2.57205,5.3997
2.59513,5.32927
2.61339,5.26903
2.63633,5.19332
2.65882,5.11835
2.68375,5.0353
2.71089,4.94624
2.73866,4.85602
2.75641,4.79943
2.76776,4.76333
2.78874,4.69303
2.80381,4.64342
2.82406,4.57563
2.84488,4.50964
2.85366,4.48092
2.87985,4.39677
2.89446,4.34765
2.91036,4.2946
2.92373,4.25026
2.94929,4.16413
2.9708,4.09452
2.98193,4.06071
3,4
