0.5,0.5
0.490195,0.766536
0.477073,1.1311
0.474551,1.21005
0.468782,1.3581
0.467512,1.43471
0.462576,1.56021
0.460866,1.62733
0.456832,1.72292
0.454017,1.79841
0.452657,1.84134
0.449834,1.91526
0.44894,1.96252
0.449312,2.15026
0.449497,2.44423
0.448475,2.72618
0.448545,2.89493
0.448306,2.96464
0.448185,3.08068
0.448119,3.17097
0.447863,3.30073
0.447764,3.34838
0.447682,3.61213
0.447686,3.78346
0.447115,3.989
0.446667,4.09649
0.447056,4.22087
0.498103,4.27862
0.581577,4.27811
0.625292,4.27796
0.725854,4.27678
0.78553,4.2768
0.857666,4.27681
0.914115,4.19596
0.928837,4.11811
0.937185,4.07214
0.954916,3.97529
0.968785,3.90338
0.986352,3.81018
1.00571,3.70818
1.01771,3.64732
1.02959,3.58435
1.04868,3.47791
1.06172,3.41055
1.07682,3.3254
1.09165,3.24758
1.10779,3.15919
1.12601,3.05916
1.14371,2.96007
1.15634,2.89376
1.17976,2.77229
1.18402,2.75042
1.19861,2.66997
1.26269,2.62164
1.34628,2.62251
1.45753,2.62328
1.55936,2.62288
1.61512,2.62313
1.65196,2.6909
1.6625,2.78555
1.67701,2.88698
1.68957,2.99226
1.69868,3.06921
1.70832,3.1548
1.71453,3.21115
1.72008,3.2599
1.72544,3.30425
1.734,3.36147
1.74434,3.4581
1.75223,3.52595
1.76271,3.62404
1.76919,3.67541
1.7787,3.76139
1.79062,3.87281
1.79433,3.9054
1.80459,3.99431
1.81224,4.06362
1.82259,4.15308
1.83072,4.23213
1.84131,4.33163
1.85314,4.43946
1.86207,4.5176
1.87021,4.58942
1.87926,4.66903
1.88615,4.72899
1.89588,4.82146
1.90396,4.88818
1.91473,4.98688
1.92336,5.05853
1.93246,5.14588
1.93768,5.19695
1.94338,5.25508
1.95103,5.31682
1.95433,5.34402
1.96564,5.44481
1.97965,5.57158
1.99429,5.70314
2.00089,5.76375
2.0139,5.86255
2.02239,5.94871
2.07979,6.0062
2.1929,6.00288
2.30554,6.00125
2.34367,6.00134
2.4073,5.94555
2.43051,5.86769
2.43944,5.83533
2.45932,5.76732
2.48058,5.69229
2.48668,5.67088
2.50175,5.62581
2.54464,5.4849
2.57657,5.3765
2.59312,5.32111
2.61685,5.24447
2.63505,5.18743
2.6568,5.11966
2.67963,5.04356
2.70003,4.97527
2.71289,4.93391
2.72938,4.88244
2.74329,4.83668
2.75725,4.79153
2.77817,4.723
2.78347,4.70443
2.80282,4.64176
2.82709,4.56634
2.84412,4.51083
2.87216,4.42044
2.9025,4.32383
2.9083,4.30214
2.92766,4.2337
2.95205,4.15963
2.97366,4.08795
2.98059,4.06494
3,4
